id,name,gender,dob,dobp,dod,dodp,image,enwiki
Q102432,Carl-August Fleischhauer,male,1930-12-09,11,2005-09-04,11,"Premier Lubbers (r) ontvangt op Catshuis VN-secr.-gen. Perez de Cuellar (l) en o, Bestanddeelnr 934-3071 (cropped).jpg",Carl-August Fleischhauer
Q110812967,Csaba Kőrösi,male,1958,9,,,2022 Abertura do Debate Geral da 77ª Sessão da Assembleia Geral das Nações Unidas (AGNU) 01.jpg,Csaba Kőrösi
Q11475282,Yuji Iwasawa,male,1954-06-04,11,,,Yuji Iwasawa cropped 3 Yuji Iwasawa and Yoko Kamikawa 20180627.png,Yuji Iwasawa
Q1158102,Dalveer Bhandari,male,1947-10-01,11,,,Justice Dalveer Bhandari felicitated (cropped).jpg,Dalveer Bhandari
Q123823,Joseph Deiss,male,1946-01-18,11,,,Joseph Deiss.jpg,Joseph Deiss
Q1253,Ban Ki-moon,male,1944-06-13,11,,,Ban Ki-moon 1-2.jpg,Ban Ki-moon
Q1254,Kofi Annan,male,1938-04-08,11,2018-08-18,11,Kofi Annan 2012 (cropped).jpg,Kofi Annan
Q1304283,Patrick Lipton Robinson,male,1944-01-29,11,,,Patrick L Robinson.jpg,Patrick Lipton Robinson
Q1348577,Peter Tomka,male,1956-06-01,11,,,,Peter Tomka
Q1397396,Jan Kavan,male,1946-10-17,11,,,"Jan Kavan, IEIS conference «Russia and the EU the question of trust»-104.jpg",Jan Kavan
Q1398046,Mohammed Bedjaoui,male,1929-09-21,11,,,,Mohammed Bedjaoui
Q1525457,Giorgio Gaja,male,1939-12-07,11,,,,Giorgio Gaja
Q1537405,Gonzalo Parra-Aranguren,male,1928-12-05,11,2016-12-03,11,,Gonzalo Parra-Aranguren
Q15924670,Jean-Pierre Lacroix,male,1960-05-02,11,,,Jean-Pierre Lacroix - 2018 (cropped).jpg,Jean-Pierre Lacroix (diplomat)
Q1680223,James Crawford,male,1948-11-14,11,2021-05-31,11,,James Crawford (jurist)
Q1690742,Joan Donoghue,female,1957-12-12,11,,,Joan E. Donoghue.jpg,Joan Donoghue
Q1711917,Julia Sebutinde,female,1954-02-28,11,,,Julia Sebutinde (2013).jpg,Julia Sebutinde
